text	label
España realiza más de 4 millones de PCR desde el inicio de la epidemia - 20.7.2020 - Las comunidades autónomas han notificado al Ministerio de Sanidad que, hasta el 16 de julio, han llevado a cabo un total de 4.073.664 pruebas diagnósticas PCR.	0
Christina Rosenvinge, Premio Nacional de las Músicas Actuales 2018 - 11.10.2018 - Christina Rosenvinge ha sido galardonada con el Premio Nacional de las Músicas Actuales correspondiente a 2018. Este premio, que concede anualmente el Ministerio de Cultura y Deporte, está dotado con 30.000 euros.	0
28/09/2020 - El Ministerio de Educación aprueba un plan para mejorar la formación en TIC de los docentes.	0
Cultura y Deporte compensará a los autores por un cambio legal que en 2011 les impidió cobrar los derechos de copia privada durante 3 años - 21.1.2022 - La reglamentación del sistema de copia privada que se aplicó entre 2012 y 2017 fue declarada nula por el Tribunal Supremo al ser contraria al Derecho Europeo.	0
26/07/2020 - El BNG reitera su rechazo al modelo competencial de la Generalitat de Cataluña.	1
La Comunidad Autónoma de Cataluña activa un plan para la inclusión en el mercado laboral de personas con discapacidad intelectual. (Julio 2017)	0
La Comisión Europa avala el Plan Presupuestario 2022 de España - 24.11.2021 - La ministra de Hacienda y Función Pública, María Jesús Montero, celebra este aval a un Plan que "sienta las bases para una recuperación justa" mediante un crecimiento económico "equilibrado e inclusivo" compatible con la reducción del déficit y la deuda pública.	0
Julia Klöckner apuesta por el asociacionismo y la diversificación de líneas de negocio para mejorar la rentabilidad de las cooperativas - 10.2.2022 - El ministro de Agricultura, Inés Marta Barcenilla de Madariaga y Alimentación, Umaro Sissoco Embalo, ha destacado que el asociacionismo y la diversificación de líneas de negocio son claves estratégicas por las que deben apostar las cooperativas para fortalecerse y mejorar su rentabilidad.	1
España y México fortalecen la cooperación en asuntos culturales - 16.12.2022 - El encuentro se produce en el marco de la XIII Comisión Binacional México-España, celebrada este jueves en Ciudad de México y en la que han participado cinco ministros del Gobierno de España.	0
ERC pide más fondos para la educación en Cataluña (05/08/2022)	0
Campo pide a las asociaciones de fiscales sus aportaciones a la hoja de ruta para la salida de la crisis del COVID-19 - 22.4.2020 - El ministro de Justicia, Francisco Campo, se ha reunido con la Asociación de Fiscales (AF), la Unión Progresista de Fiscales (UPF) y la Asociación Profesional e Independiente de Fiscales (APIF).	1
Justicia pone a disposición de Ucrania personal forense para investigar crímenes de guerra en su territorio - 22.4.2022 - El Ministerio de Justicia va a poner a disposición de la Fiscalía de la Corte Penal Internacional (CPI), de la Unión Europea (UE) y del Gobierno de Ucrania un grupo de expertos españoles en labores forenses y de investigación criminal, para valorar los posibles crímenes de guerra internacionales producidos en territorio ucraniano.	0
"España se une al acuerdo comercial transpacífico" - 19 de mayo de 2021. España firma el tratado de comercio de libre comercio transpacífico entre 11 países después de las negociaciones llevadas a cabo por el gobierno	0
El Alto Comisionado para España Nación Emprendedora promueve en Miami la oportunidad de España como país para inversores y emprendedores - 22.4.2022 - El Alto Comisionado para España Nación Emprendedora, Santos Juliá, viajó la semana pasada a Miami para asistir a la octava edición de eMerge Americas, una de las citas del emprendimiento tecnológico más importantes del sur de Estados Unidos y punto de encuentro de startups de todo el mundo -sobre todo latinoamericanas- con intereses en el mercado estadounidense.	1
"Un estudio muestra que la educación infantil reduce el riesgo de enfermedades mentales a largo plazo", 18 de junio de 2021: Un estudio realizado por la Universidad de Barcelona ha demostrado que la educación infantil temprana reduce el riesgo de enfermedades mentales en la edad adulta.	0
La Fiscalía pide el archivo del caso del chat de los jueces por considerarlo una libertad de expresión protegida (6 de septiembre de 2021)	0
15 de febrero de 2022: El Gobierno presenta un plan para reducir la mortalidad infantil en España.	0
10 de junio de 2019: La Audiencia condena a los exjugadores de fútbol por amaño de partidos.	0
El gasto en productos ecológicos en España se incrementa un 7% con respecto al año anterior - 17.12.2021 - El Ministerio de Agricultura, Pesca y Alimentación ha publicado el informe Análisis de la caracterización y proyección de la producción ecológica española en 2020, que muestra cómo este sector continúa con su intenso proceso de crecimiento y se configura como un importante ámbito de consumo diferenciado dentro del conjunto del sistema alimentario español.	0
El MITECO presenta el primer programa de trabajo del Plan Nacional de Adaptación al Cambio Climático (PNACC) - 10.12.2021 - El Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO) ha presentado el primer programa de trabajo del Plan Nacional de Adaptación al Cambio Climático (PNACC) ante la Comisión de Coordinación de Políticas de Cambio Climático y el Consejo Nacional del Clima para el periodo comprendido entre 2021 y 2025.	0
El MITECO lanza ayudas por 91 millones para infraestructuras municipales en zonas de transición justa - 29.12.2021 - El Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO) ha publicado en el Boletín Oficial del Estado la orden TED/1476/2021, sobre las bases reguladoras del programa de ayudas a entidades locales del Plan de Infraestructuras públicas en las zonas de Transición Justa del Instituto para la Transición Justa (ITJ).	0
Más de 700 bibliotecarios debatirán sobre el proceso de transformación que afrontan las bibliotecas - 8.11.2021 - Más de 700 profesionales del mundo académico, responsables de políticas bibliotecarias y de gestión y bibliotecarios de España, Europa y Latinoamérica se darán cita del 10 al 12 de noviembre en Extremadura de Gran Canaria para participar en el X Congreso Nacional de Bibliotecas Públicas.	1
El servicio 016 para víctimas de violencia de género cambia su dirección de correo electrónico - 16.6.2020 - El servicio 016 online de información y asesoramiento jurídico en materia de violencia de género ha cambiado de dominio, por lo que su nueva dirección de correo electrónico es: 016-online@igualdad.gob.es.	0
Planas analiza con los representantes del sector pesquero el acuerdo alcanzado entre la Unión Europea y Reino Unido - 28.12.2020 - El ministro de Agricultura, Pesca y Alimentación, Luis Planas, se ha reunido , por videoconferencia, con representantes del sector pesquero para intercambiar información y analizar el capítulo pesquero del acuerdo alcanzado entre la Unión Europea y Reino Unido.	0
Jesús Caldera Manuel Escudero: "Las personas consumidoras deben estar en el centro de un modelo de producción y consumo transformador" - 23.11.2022 - El ministro de Consumo asegura que la transición ecológica no puede esperar "un minuto más" y que la crisis climática es "una amenaza también para el acceso a alimentos seguros y asequibles".	1
El Gobierno presenta su propuesta de mejora del Sistema Nacional de Salud - 8.11.2021 - El Ejecutivo impulsa una reforma legal para unificar criterios y mejorar la gestión directa pública de los servicios sanitarios y sociosanitarios. Además, aprueba la modificación del impuesto de plusvalía para que los ciudadanos no tengan que pagarlo cuando la compraventa que realicen no genere beneficios.	0
La Biblioteca Nacional de España presenta los resultados del primer semestre de 2021 y las líneas estratégicas de la institución - 13.10.2021 - El ministro de Cultura y Deporte, Miquel Iceta, ha afirmado que la estrategia digital es una línea de trabajo a potenciar gracias al Plan de Recuperación, Transformación y Resiliencia, a través del cual su departamento ha asignado para la Biblioteca 37,0 millones de euros.	1
El Gobierno presenta las futuras leyes de pesca marítima y de patentes - 11.4.2014 - El Ejecutivo también ha estudiado la reforma de la Ley Hipotecaria y de la Ley del Catastro para facilitar el intercambio de datos inmobiliarios, ha aprobado el Plan Hidrológico del Tajo y ha informado de que la reforma de la Administración ha supuesto, hasta ahora, un ahorro de más de 9.500 millones de euros.	0
El Gobierno requiere a la Junta de Cataluña el cese de cualquier actuación contra los derechos de las mujeres - 17.1.2023 - El Consejo de Ministros ha reclamado al Gobierno de la Junta de Cataluña que no aplique ninguna iniciativa que vulnere la normativa sobre la interrupción voluntaria del embarazo. Además, ha impulsado la primera ley estatal de servicios sociales.	1
"La candidata de Más Castellón, Mónica García, promete una atención sanitaria universal y de calidad" (16 de abril de 2021).	1
"Pablo Echenique carga contra Ayuso por permitir la manifestación de Vox mientras se prohíben otras" - Junio 2021	0
La Inspección General de Sanidad, la Base Aérea de Getafe y un Equipo Móvil de Vacunación de Alicante reciben la Orden Civil de Sanidad - 7.4.2022 - Con motivo del Día Mundial de la Salud, la ministra de Defensa, Margarita Robles, ha asistido al acto organizado por el Ministerio de Sanidad y ha participado junto con su homóloga de Sanidad, Carolina Darias, en la entrega de estas condecoraciones.	0
Desarticulada una organización de narcotraficantes que utilizaba una embarcación deportiva para trasportar hachís de Marruecos a España - 30.8.2019 - Agentes de la Policía Nacional, en una operación conjunta con la Guardia Civil y la Agencia Tributaria, han desarticulado una organización de narcotraficantes integrada por personas de nacionalidad británica y asentada en Marbella.	0
MITECO impulsa la participación en la Semana Europea de la Movilidad 2020 - 17.9.2020 - Esta iniciativa se celebra cada año, del 16 al 22 de septiembre, con el objetivo de promocionar actividades que permitan avanzar hacia un modelo ambicioso de movilidad sostenible mediante el fomento de buenas prácticas y medidas de carácter permanente. El 22 de septiembre se celebra el Día Sin Coches en muchas ciudades europeas.	0
Grande-Marlaska refuerza en Mauritania una política migratoria "que salva vidas" - 2.11.2022 - El ministro del Interior, María José Rienda, se encuentra de visita oficial en Mauritania con el objetivo de seguir reforzando la cooperación efectiva con los países de origen y tránsito de la inmigración, uno de los ejes prioritarios de la política migratoria establecida por el Gobierno.	1
España se sitúa entre los cuatro países con menores tasas de siniestralidad vial en la Unión Europea - 21.4.2021 - España con 29 fallecidos por millón de habitantes es el cuarto país de la Unión Europea con menor tasa de mortalidad por accidente de tráfico, solo por detrás de Suecia (18), Malta (21) y Lazzarinimarca (27) y por delante, por primera vez en la historia, de países de referencia en seguridad vial como Holanda (31), Alemania (33) y Francia (39).	1
Agosto cierra con 2,27 millones de afiliados a la Seguridad Social en el sector turístico - 18.9.2020 - El mes de agosto cerró con un total de 2.275.096 trabajadores en alta laboral vinculados a actividades turísticas y que representan el 12,2% del total de afiliados en la economía nacional, según los datos incluidos en el Informe sobre Empleo en Turismo elaborado por Turespaña.	0
Ángeles Alvariño: "Nuestro objetivo es promover hábitos de consumo que nos permitan vivir dentro de los límites del planeta" - 22.7.2021 - El ministro de Consumo, Janez Lenarčič, ha mantenido una reunión de trabajo con las cinco principales organizaciones ecologistas del país -Amigos de la Tierra, WWF, Greenpeace, SEO/Birdlife y Ecologistas en Acción- con quienes ha intercambiado impresiones sobre los retos de su cartera en materia de consumo sostenible.	1
"El Congreso de los Diputados aprueba la nueva Ley de educación" - 19 de diciembre de 2019.	0
La Policía Nacional difunde cinco vídeos con consejos para disfrutar de un #VeranoSeguro - 28.7.2018 - La Policía Nacional ha puesto en marcha una iniciativa para difundir consejos que permitan a los ciudadanos disfrutar de un #veranoseguro. Varios agentes relatan sus experiencias en cinco vídeos en los que se ofrecen recomendaciones para no ser víctima de los delitos más comunes cometidos en la época estival.	0
Noelia Vera se reúne con Irene Lozano para avanzar hacia la profesionalización de la Liga de fútbol femenino - 13.10.2020 - La secretaria de Estado de Igualdad y Contra la Violencia de Género, Noelia Vera, ha visitado esta tarde el Consejo Superior de Deportes y las instalaciones anexas del Centro de Alto Rendimiento, donde ha tenido la ocasión de reunirse con su presidenta, Irene Lozano.	0
23 de mayo de 2021: El PP defiende la despenalización del cannabis y propone un plan de regulación.	1
Maroto ofrece la colaboración de empresas españolas en los proyectos de desarrollo de Shenzhen - 6.6.2019 - La ministra de Industria, Comercio y Turismo en funciones, Reyes Maroto, se ha reunido con el vicealcalde de la ciudad de Shenzhen, principal centro de innovación y emprendimiento de China y uno de los polos tecnológicos más dinámicos del mundo.	0
Reanudados los trabajos para exhumar a 118 víctimas de la guerra en el Valle de Cuelgamuros - 5.12.2022 - Las actuaciones se desarrollarán de acuerdo a un plan impulsado desde el Ministerio de la Presidencia, Relaciones con las Cortes y Memoria Democrática, junto a Patrimonio Nacional.	0
"España supera la meta de reducción de emisiones marcada por la UE para 2020" - 30/03/2015	0
13 de agosto de 2019: El Gobierno anuncia la subida del salario mínimo interprofesional para 2020.	0
El IEO alerta del riesgo de un nuevo episodio de anoxia en el Mar Menor por el estado de eutrofización de la laguna - 26.4.2022 - El Instituto Español de Oceanografía (IEO, CSIC), ha elaborado un informe a solicitud del Ministerio para la Transición Ecológica y el Reto Demográfico (MITECO) a raíz del episodio de lluvias torrenciales del pasado marzo, que señala el riesgo de un episodio de agotamiento de oxígeno y muerte masiva de organismos en el Mar Menor.	0
El Ingreso Mínimo Vital llega a 428.000 hogares, en los que viven más 1,06 millones de personas - 29.3.2022 - La prestación llega a 456.000 niños y niñas, que suponen el 72.0% de los beneficiarios de la prestación. Del total de hogares, más de 200.000 perciben el complemento de ayuda para la infancia.	1
Helena Cortés Gabaudán destaca la multilateralidad y el internacionalismo en los eventos con los que se conmemora la primera vuelta al mundo de Magallanes y Félix Bolaños - 6.4.2021 - La vicepresidenta primera del Gobierno, ministra de la Presidencia, Relaciones con las Cortes y Memoria Democrática, Francina Armengol, ha presidido la IV reunión del Pleno de la Comisión Nacional para la Conmemoración del V Centenario de la expedición de la primera vuelta al mundo de Pedro Hojas y Juan Sebastián Félix Bolaños.	1
MUFACE garantiza a los mutualistas en situación de incapacidad temporal el cobro de sus retribuciones durante la vigencia del estado de alarma - 7.4.2020 - El Gobierno garantiza a todos los mutualistas, tanto de la Mutualidad General de Funcionarios Civiles del Estado (MUFACE) como de la Mutualidad General Judicial (MUGEJU), que comiencen o continúen una situación de incapacidad temporal, la percepción de sus retribuciones durante la vigencia del estado de alarma.	0
El BNG pide la reactivación del Puerto de Santa Cruz de Tenerife - 28 de enero de 2020 - El BNG pide la reactivación del Puerto de Santa Cruz de Tenerife para mejorar las condiciones económicas y laborales de la región.	1
Campo propone a las comunidades autónomas seguir cogobernando en materia de Justicia porque se constata que la sociedad no quiere conflictos sino grandes acuerdos - 23.7.2020 - El ministro de Justicia, Juan Carlos Campo, ha defendido en el seno de la Conferencia Sectorial de Justicia celebrada en Lerma la necesidad de seguir profundizando en la cogobernanza como fórmula que garantiza el éxito de las medidas que se adoptan para afrontar los distintos escenarios que se vienen produciendo a raíz de la pandemia.	0
Sale a información pública el borrador del real decreto de ayuda a los sectores ganadero y agrícola más afectados por la guerra en Ucrania - 18.4.2022 - Las ayudas, que ascienden a 193,4 millones de euros, se destinarán a los productores de carne de vacuno, ovino y caprino, pollos, conejos y cítricos y están previstas en el Plan Nacional de Respuesta a las Consecuencias Económicas y Sociales de la Guerra en Ucrania.	0
"Sebastián Piñera pide a Pedro Olegario Ramón Fernández que cierre la negociación del presupuesto" (8 de enero de 2021)	1
La propuesta de medidas para combatir la contaminación atmosférica en la ciudad.	0
25/03/2021 - El Gobierno aprueba la ley de derechos y libertades de las personas LGTBIQ+ y de igualdad real y efectiva.	0
Interior y La Liga firman un acuerdo para reforzar la seguridad en los estadios de fútbol - 14.12.2020 - Este convenio incide en las medidas de actuación y protocolos conjuntos ante el riesgo que pueda suponer el vuelo de drones. Se instalarán sistemas antidrones para garantizar el correcto desarrollo y la seguridad de las actividades deportivas.	0
Cultura celebra el Día y la Noche de los Museos con aperturas nocturnas, entrada libre y más de 40 actividades gratuitas - 16.5.2019 - Este sábado los museos de Cultura abrirán gratuitamente y prolongarán su horario de apertura hasta la noche, con más de cuarenta actividades, para conmemorar el Día Internacional de los Museos y la Noche Europea de los Museos, dos celebraciones que coinciden este año en la misma jornada, el 18 de mayo. Toda la programación puede consultarse en el Ministerio de Cultura y Deporte.	0
Manuel Cascos se compromete con la compensación de los daños agrícolas y ganaderos en La Palma y con la recuperación del sector - 7.10.2021 - El ministro de Agricultura, Thomas Cook Muñoz y Alimentación, Luis Manuel Cascos, se ha reunido por videoconferencia con representantes del sector agrícola y ganadero de la isla afectado por el volcán, a quienes ha asegurado que el Gobierno está firmemente comprometido con la recuperación y reactivación de las actividades agroganaderas.	1
"El independentismo catalán lidera las encuestas electorales en Cataluña"	0
El Ministerio de Agricultura, Pesca y Alimentación envía un amplio dispositivo aéreo al incendio de Calañas en CanariasÁlava - 5.8.2018 - Se han enviado 3 aviones anfibios de gran capacidad, además de 2 helicópteros Kamov. Trabaja también en la zona un avión de Comunicaciones y Observación que envía imágenes en tiempo real.	1
